SAMPLEID,SC1,SC1_1,SC2,SC2A,SC3,SC3A,SC7,SC8_1,SC8_2,SC9,SC19,SC20,SC20A,SC20_1,SC20_2,SC20_3,SC21,SC22,SC23,SC24,SC25,SC25A,SC26,SC26A,SC26B,SC27A,SC27B,SC27C,SC27D,SC27E,SC27F,SC28,SC29,SC29A,SC30,SC31,SC32,SC33,SC33_1,SC33_2,SC33_3,SC34,SC35
3207003128-01,35,2,2,4,1,,1,3,1,1,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003129-01,27,2,27,4,5,5,3,4,3,4,1,1,,1,5,5,1,1,1,5,1,1,1,,,1,5,5,1,1,5,1,5,1,5,1,5,1,1,,,5,5
3207003131-01,37,2,10,4,1,,3,3,3,3,1,5,1,5,1,,1,1,1,5,5,,5,5,5,1,5,5,1,5,5,1,1,,5,5,5,5,5,5,5,5,5
3207003132-01,21,2,21,4,5,5,3,2,2,3,1,1,,1,1,,1,1,1,5,5,,5,5,5,1,5,1,5,5,5,1,5,5,5,5,5,1,5,5,1,5,5
3207003133-01,39,1,39,4,1,,2,3,3,3,1,5,5,1,1,,1,1,5,5,1,1,1,,,1,5,1,5,1,5,1,5,1,5,1,1,5,1,,,5,5
3207003134-01,46,1,25,4,1,,3,3,2,3,1,5,5,5,5,5,1,1,1,5,5,,1,,,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003135-01,55,1,32,4,5,1,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003136-01,32,1,30,4,1,,3,3,3,3,1,1,,5,1,,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,8,5,5,5,5,1,5,5
3207003138-01,61,1,35,4,1,,2,4,3,4,1,5,1,1,1,,8,5,1,5,1,1,1,,,1,1,1,1,1,5,1,5,1,5,1,1,5,5,5,5,5,5
3207003139-01,28,2,3,4,1,,3,3,3,3,1,1,,1,5,1,1,1,1,5,1,5,1,,,1,1,5,1,1,5,1,1,,5,5,5,5,5,5,5,5,1
3207003143-01,19,2,19,4,5,5,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003147-01,37,1,2,4,1,,3,3,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003152-01,24,2,3,4,1,,3,3,2,3,1,1,,1,1,,1,1,1,5,1,5,1,,,1,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5
3207003153-01,21,2,5,4,5,5,3,2,3,3,1,5,5,1,1,,1,1,1,5,1,1,1,,,5,1,5,1,1,1,1,5,1,5,1,1,5,1,,,1,1
3207003154-01,29,2,3,4,2,5,3,4,3,4,1,5,5,5,5,5,1,1,1,5,5,,5,5,5,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3207003155-01,26,2,20,4,5,5,2,3,2,2,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003156-01,38,2,12,4,1,,3,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,1
3207003157-01,45,1,16,4,1,,2,2,2,3,1,5,5,5,1,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003157-02,41,2,16,4,1,,3,3,3,4,1,5,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003158-01,56,1,10,4,1,,2,2,1,3,1,5,5,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5
3207003159-01,38,1,1,4,1,,2,1,1,3,1,1,,5,5,1,1,5,5,5,5,,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003160-01,71,1,4,4,1,,3,4,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003161-01,26,2,1,3,2,5,2,4,4,4,1,1,,1,1,,1,1,1,5,1,1,1,,,1,5,5,1,5,5,1,5,1,1,1,1,1,1,,,5,5
3207003165-01,51,2,8,4,2,5,2,4,3,4,1,1,,1,1,,1,1,1,5,1,1,1,,,1,5,5,5,1,5,1,1,,1,1,1,1,1,,,5,1
3207003166-01,19,2,16,4,5,5,3,3,3,3,1,5,5,1,5,5,1,1,1,5,1,5,5,1,,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003167-01,20,1,2,4,5,5,3,4,3,3,1,5,5,5,1,,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003168-01,35,2,5,4,5,1,3,3,1,1,1,5,1,5,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003169-01,21,1,2,4,5,5,1,3,4,3,1,5,5,5,5,5,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003170-01,19,1,8,3,5,1,1,4,3,2,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003170-02,20,2,9,3,5,1,1,4,3,4,1,1,,1,5,5,1,1,1,5,1,1,5,5,5,5,1,1,1,1,5,1,1,,1,8,5,5,5,5,5,5,1
3207003172-01,57,1,18,4,1,,3,4,4,2,1,5,5,5,5,5,1,1,5,5,5,,1,,,5,1,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003172-02,45,2,14,4,1,,3,3,3,4,1,1,,5,5,5,1,1,1,5,5,,1,,,1,1,1,1,1,5,1,5,1,5,8,5,5,5,5,5,5,1
3207003173-01,18,1,18,4,5,5,3,2,2,2,1,5,5,5,5,1,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5
3207003175-01,56,2,1,4,2,1,3,4,3,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003175-02,47,1,5,3,3,1,1,1,4,2,1,1,,1,5,5,1,1,1,5,1,1,1,,,1,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,1
3207003176-01,92,2,30,4,4,5,3,2,2,4,1,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,1,5,5,5,5,1,5,1,5,8,5,5,5,5,5,5,5
3207003177-01,20,2,4,4,1,,3,3,1,4,1,1,,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003177-02,35,1,4,4,1,,3,2,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003178-01,60,2,33,4,1,,1,4,2,4,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003184-01,46,1,3,4,3,1,1,4,3,1,1,1,,1,1,,1,1,1,5,1,5,1,,,1,5,1,5,1,5,1,5,5,5,5,5,5,1,,,1,5
3207003185-01,51,2,19,4,3,5,1,1,1,1,1,1,,5,5,5,1,1,1,5,1,1,1,,,5,1,1,5,1,5,1,5,5,1,8,8,8,1,,,5,5
3207003187-01,32,2,4,4,1,,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003188-01,43,2,5,4,5,5,2,2,1,3,1,5,5,5,5,1,1,1,5,5,5,,5,1,,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1
3207003189-01,25,2,6,4,5,5,3,2,2,3,1,5,1,5,5,5,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003193-01,39,2,13,4,3,5,2,5,4,3,1,5,1,1,1,,5,1,1,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003196-01,33,1,14,4,1,,2,1,1,3,1,1,,1,1,,1,1,5,5,1,5,5,5,1,5,5,1,5,5,5,1,5,5,5,5,1,5,1,,,1,1
3207003197-01,63,1,40,4,5,5,2,2,2,3,1,5,5,5,5,5,1,5,5,5,5,,1,,,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3207003198-01,40,2,5,4,2,5,3,2,4,2,1,1,,5,5,5,1,1,1,5,1,5,1,,,1,5,5,5,1,1,1,1,,1,5,5,5,1,,,5,1
3207003199-01,20,2,20,4,5,5,3,4,4,2,1,1,,5,5,5,1,1,1,5,1,5,5,1,,1,1,1,5,1,1,1,1,,1,5,5,5,5,5,5,5,5
3207003200-01,55,2,42,4,5,5,1,5,5,3,1,1,,1,1,,1,1,1,8,1,1,1,,,1,1,1,1,1,1,1,1,,1,5,5,5,5,5,5,5,5
3207003205-01,57,2,10,4,2,5,3,5,5,4,1,1,,5,5,5,1,1,1,5,1,5,1,,,1,1,1,5,1,1,1,1,,5,5,5,5,5,5,5,5,1
3207003206-01,22,1,2,4,5,5,3,3,3,3,1,1,,1,5,5,1,1,1,5,1,5,1,,,5,5,1,5,5,5,1,5,1,5,1,5,1,1,,,1,5
3207003207-01,63,1,5,4,1,,3,3,3,3,1,5,5,1,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003208-01,30,1,11,3,1,,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5
3207003209-01,23,1,5,4,5,5,3,3,4,2,1,5,5,5,1,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,,5,5,1,5,5,5,5,5,5
3207003210-01,68,1,37,4,4,5,2,3,4,3,1,5,5,5,5,5,1,5,5,5,5,,8,8,5,1,5,1,5,5,8,1,5,1,5,5,5,5,1,,,5,5
3207003211-01,33,2,2,4,2,5,3,4,4,4,1,1,,5,1,,1,1,1,5,1,1,1,,,5,5,1,5,5,5,1,5,1,5,1,5,5,5,5,1,5,1
3207003212-01,68,2,1,4,5,5,3,4,4,2,1,1,,5,1,,1,1,1,5,1,5,1,,,5,1,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003213-01,22,2,4,3,5,1,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5
3207003214-01,29,2,7,4,1,,3,3,1,4,1,5,5,5,5,5,1,1,1,5,1,5,1,,,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5,5,1
3207003221-01,27,1,19,4,5,5,3,3,1,3,1,5,5,5,1,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3207003222-01,43,2,18,4,2,5,3,3,3,4,1,1,,1,1,,1,1,5,5,1,1,1,,,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,1,1
3207003225-01,47,2,7,4,1,,1,4,4,3,1,1,,1,1,,1,1,5,5,1,1,1,,,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3207003227-01,21,2,2,4,5,5,3,4,3,4,1,1,,5,5,5,5,1,1,5,1,5,1,,,1,5,1,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5
3207003231-01,67,1,27,4,4,5,2,3,3,4,1,5,5,5,1,,1,5,5,5,1,1,1,,,1,5,1,1,5,5,1,1,,5,5,5,5,1,,,1,5
3207003233-01,23,2,14,3,5,5,3,3,2,1,1,5,5,1,1,,5,1,5,5,1,1,1,,,1,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003236-01,18,1,18,4,5,5,3,3,3,3,1,5,5,1,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3207003237-01,64,2,36,4,1,,3,3,4,4,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,1,5,5,5,5,1,1,,5,5,5,5,5,5,5,5,5
3207003238-01,78,2,34,4,4,5,2,4,4,4,1,5,5,5,5,5,1,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003240-01,30,2,5,4,2,5,1,3,3,3,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003244-01,20,1,20,4,5,5,1,3,3,3,1,5,5,1,1,,1,1,1,5,1,5,1,,,5,5,1,1,5,5,1,1,,5,1,1,5,5,5,5,1,1
3207003245-01,63,2,30,4,4,5,3,4,3,2,1,5,5,5,5,5,1,5,1,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003247-01,45,2,1,4,1,,2,4,3,4,1,1,,1,5,5,1,1,1,5,5,,1,,,1,5,1,5,1,8,1,5,1,5,5,5,5,5,5,5,5,5
3207003248-01,18,1,18,4,5,5,3,1,1,3,1,5,5,5,5,5,5,1,5,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3207003249-01,27,2,4,3,5,1,3,4,3,3,1,5,1,1,1,,1,1,1,5,1,1,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003250-01,43,2,25,4,1,,1,3,3,4,1,5,1,1,5,5,1,1,1,5,1,5,1,,,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003251-01,29,2,20,4,5,5,1,4,5,1,1,1,,1,1,,1,1,1,5,1,1,1,,,5,5,5,5,1,1,1,1,,5,8,8,8,5,5,5,5,5
3207003252-01,46,2,25,4,1,,3,4,3,3,1,5,5,1,1,,1,1,1,5,1,1,1,,,1,5,5,5,5,5,1,1,,5,5,5,5,5,5,5,5,5
3207003253-01,60,1,6,4,1,,1,4,3,1,1,1,,5,5,5,1,1,1,5,1,5,1,,,5,5,5,5,1,5,1,5,1,5,5,5,5,5,5,5,5,5
3207003255-01,75,1,37,4,1,,2,4,3,4,1,5,5,5,1,,1,1,5,5,5,,1,,,1,5,5,5,5,1,1,5,1,5,5,5,5,5,5,5,5,5
3207003256-01,42,1,1,4,1,,2,2,2,3,1,5,5,5,5,5,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,1,5,5
3207003257-01,39,1,5,3,2,5,2,1,4,4,1,5,5,5,5,5,1,1,1,5,1,1,1,,,5,5,1,1,5,5,1,1,,5,5,8,1,1,,,5,1
3207003258-01,38,1,11,4,1,,3,1,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003259-01,75,1,35,4,4,5,2,3,3,4,1,5,5,1,5,5,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003260-01,39,2,30,3,5,5,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,,5,1,,1,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5
3207003261-01,32,2,30,3,5,5,3,3,3,1,1,1,,1,1,,1,1,1,5,1,5,5,1,,1,5,1,5,5,5,1,5,1,5,5,5,5,1,,,5,5
3207003262-01,58,2,22,4,2,5,1,3,3,3,1,1,,1,5,1,1,1,5,5,5,,1,,,5,5,1,5,1,5,1,5,1,5,5,5,1,1,,,5,5
3207003263-01,49,2,12,4,1,,3,3,3,2,1,1,,5,5,5,5,5,5,5,1,5,1,,,1,5,1,5,1,1,1,1,,5,5,5,5,5,5,5,1,1
3207003264-01,25,2,13,3,1,,1,4,2,2,1,1,,5,5,5,1,1,5,5,1,5,1,,,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,1,5,5
3207003265-01,25,2,8,3,5,5,3,2,2,2,1,5,5,5,1,,5,5,5,5,5,,1,,,5,5,5,5,5,1,1,5,1,5,5,5,5,1,,,5,5
3207003266-01,22,1,22,4,5,5,2,4,4,2,1,1,,1,5,1,1,1,1,5,1,5,5,1,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003267-01,36,1,10,4,5,5,3,3,3,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003269-01,74,1,44,4,1,,3,4,4,4,1,5,5,5,5,1,1,1,1,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5
3207003270-01,21,1,21,4,5,5,3,2,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5
3207003271-01,61,2,20,4,2,5,1,1,2,3,1,5,5,5,5,5,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,8,5,5,5,5,5,5,5
3207003272-01,67,2,11,4,2,5,3,3,4,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5
3207003274-01,55,2,18,4,3,5,2,3,5,1,1,1,,1,1,,5,1,5,5,1,5,5,5,5,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1
3207003276-01,55,2,5,4,5,5,1,2,2,2,1,1,,5,1,,1,1,1,5,1,1,1,,,5,1,5,1,1,1,1,5,1,1,5,1,1,1,,,5,5
3207003279-01,86,2,32,4,4,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,1,,5,1,5,5,5,5,5,5,5
3207003280-01,44,1,1,4,1,,2,3,1,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003280-02,61,2,1,4,1,,2,4,2,4,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003281-01,42,2,6,4,5,5,3,5,4,5,1,5,5,1,1,,1,1,1,5,1,5,1,,,5,1,1,5,1,5,1,1,,5,5,5,5,1,,,5,5
3207003282-01,41,1,41,4,3,5,1,2,2,3,1,5,5,1,1,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003283-01,70,2,4,4,1,,2,4,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,9,5,5,5,5,5,5,5,5,5,5,5,5
3207003284-01,27,2,8,3,1,,3,3,1,3,1,5,5,5,5,1,1,1,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,1,,,5,5
3207003285-01,41,2,15,3,2,5,1,3,3,3,1,5,5,5,5,5,5,5,1,5,5,,5,5,5,5,5,5,1,1,9,1,5,5,5,5,5,5,5,5,5,5,5
3207003288-01,19,2,19,4,5,1,1,3,2,4,1,1,,1,1,,1,5,1,5,1,5,5,5,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,,,5,5
3207003289-01,55,1,27,4,1,,3,4,3,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,1,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003290-01,61,1,5,4,1,,3,3,2,2,1,5,5,1,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003291-01,79,1,19,4,1,,2,3,1,3,1,5,5,5,5,5,1,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003293-01,65,1,35,4,1,,1,3,3,3,1,5,5,5,5,1,1,1,1,5,5,,1,,,1,5,5,5,5,1,1,5,1,5,1,1,1,1,,,5,5
3207003296-01,19,1,12,4,5,5,3,3,3,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003297-01,45,2,16,4,1,,3,3,3,3,1,1,,5,5,5,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3207003297-02,51,1,16,4,1,,2,4,4,3,1,1,,1,5,5,5,5,5,5,5,,5,1,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3207003299-01,30,2,2,4,1,,3,4,3,2,1,1,,1,5,1,5,5,5,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003299-02,33,1,2,4,1,,2,3,3,2,5,1,,1,5,1,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,1,5,1,1,5,5,5,5,5,5
3207003300-01,55,2,13,4,1,,2,5,3,3,1,1,,5,5,5,1,5,1,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003301-01,41,1,2,4,1,,2,1,1,3,1,5,5,5,5,5,5,1,1,5,5,,1,,,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5
3207003302-01,31,1,15,4,5,1,3,4,3,4,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003302-02,30,2,15,4,5,1,3,4,3,4,1,1,,5,5,5,1,1,1,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003303-01,69,1,35,4,5,1,2,4,1,2,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003305-01,40,2,1,4,5,5,1,4,1,3,1,1,,1,1,,1,1,1,5,1,5,1,,,1,5,5,5,1,5,1,5,5,5,5,5,5,5,5,1,5,5
3207003306-01,45,1,7,4,1,,3,3,2,4,1,5,1,5,5,5,1,1,1,8,5,,1,,,1,1,1,5,1,5,1,5,5,5,5,5,5,5,5,5,1,5
3207003307-01,36,2,4,4,5,5,2,3,3,1,1,5,5,1,1,,1,1,1,5,1,1,1,,,1,5,5,1,1,1,1,5,5,5,1,5,5,5,5,5,5,5
3207003309-01,38,2,12,4,1,,3,1,1,3,1,5,5,5,5,5,1,1,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003310-01,30,2,5,4,1,,3,4,1,5,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,1,1,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5
3207003311-01,21,2,4,3,2,5,3,3,5,3,1,5,5,5,1,,1,1,5,5,1,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003312-01,43,2,9,4,4,5,3,3,3,2,1,5,5,5,5,5,1,1,5,5,1,5,1,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003313-01,39,1,2,4,1,,2,1,1,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3207003314-01,47,1,16,4,1,,1,4,1,5,1,1,,5,5,5,1,1,1,5,1,5,1,,,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5
3207003316-01,72,1,5,4,1,,2,3,2,1,1,1,,5,5,5,5,1,1,5,5,,1,,,1,5,5,5,5,5,1,5,5,5,5,5,5,1,,,5,5
3207003319-01,33,2,1,4,1,,3,3,2,2,1,5,5,5,5,5,5,1,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3207003321-01,70,2,69,4,4,5,3,2,3,1,1,5,1,5,5,5,1,1,5,5,5,,1,,,5,5,5,5,5,5,5,1,,5,5,5,5,5,5,5,5,5
3207003322-01,49,2,2,4,1,,3,4,4,3,1,5,5,5,5,5,1,1,1,5,1,5,1,,,5,5,1,5,5,5,1,5,5,5,5,1,1,5,5,5,5,5
3207003323-01,31,2,5,4,3,5,3,3,2,3,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003332-01,39,2,9,4,1,,2,1,3,3,1,1,,5,5,1,1,1,1,5,1,5,1,,,1,5,1,1,5,5,1,1,,1,5,5,5,5,5,5,1,1
3207003334-01,73,2,56,4,1,,3,3,3,4,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,1,1,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5
3207003336-01,25,2,14,4,5,5,2,4,3,4,1,1,,5,1,,1,5,1,5,5,,5,5,1,5,5,5,5,5,5,5,1,,5,1,5,1,1,,,5,5
3207003338-01,49,1,10,4,1,,2,4,3,3,1,5,1,5,1,,1,1,1,5,5,,1,,,5,1,1,5,1,8,1,5,5,5,8,8,5,5,5,5,5,5
3207003339-01,73,1,25,4,1,,2,3,1,4,1,5,5,1,1,,5,5,5,5,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,1,,,5,5
3207003340-01,42,1,1,4,5,5,2,3,3,3,1,5,5,1,5,5,5,5,5,5,5,,5,5,5,1,5,1,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5
3207003341-01,47,2,47,4,5,5,3,5,5,4,1,1,,5,5,5,1,1,1,5,1,5,1,,,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5
3207003345-01,65,2,30,4,5,5,3,4,3,3,1,5,1,5,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5
3207003346-01,26,2,26,4,5,5,3,3,3,3,1,1,,5,5,5,1,1,1,5,1,5,5,5,1,5,1,5,1,1,1,1,1,,5,5,8,5,5,5,5,1,1
3207003347-01,45,2,4,4,5,5,1,3,3,4,1,1,,5,5,1,1,1,1,5,1,5,1,,,1,1,1,1,1,8,1,1,,5,5,5,5,5,5,5,5,5
3207003348-01,59,2,35,4,1,,3,4,4,2,1,1,,1,5,1,1,1,1,5,5,,1,,,5,5,5,5,5,5,5,1,,5,1,1,5,1,,,5,5
3207003351-01,58,1,4,4,1,,1,4,3,4,1,5,5,5,5,5,1,1,1,5,1,5,1,,,1,1,5,5,1,1,1,1,,5,5,5,5,5,5,5,1,1
3207003354-01,52,2,17,4,1,,3,3,4,2,1,1,,5,5,5,1,5,5,5,5,,5,1,,1,1,1,1,5,5,1,1,,1,5,5,5,5,5,5,5,5
3207003355-01,64,2,37,4,1,,3,4,3,4,1,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,1,5,5,1,8,1,5,5,5,8,5,5,1,,,5,5
3207003356-01,51,2,25,4,1,,3,3,2,4,1,1,,5,5,5,5,5,5,5,5,,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003361-01,32,2,15,4,2,5,1,4,4,3,1,5,5,5,5,5,1,5,1,5,1,5,5,5,5,1,5,5,5,5,5,1,1,,5,5,5,5,5,5,5,5,5
3207003362-01,38,2,2,4,5,5,1,3,3,3,1,5,5,5,5,5,1,1,1,1,5,,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5
3207003364-01,35,1,6,4,1,,3,4,3,4,1,1,,1,1,,1,1,1,1,1,1,5,1,,1,5,1,1,1,1,1,5,5,5,5,1,1,1,,,5,5
